Id,SalePrice
2064,178817.275676
2065,174444.479149
2066,192834.968917
2067,196564.717985
2068,206977.567039
2069,157054.253944
2070,175142.948079
2071,159932.164365
2072,182801.408334
2073,181510.375177
2074,181613.035129
2075,186920.512598
2076,157950.170625
2077,176115.159023
2078,182744.514344
2079,180660.683692
2080,160775.629777
2081,186711.715848
2082,223581.758191
2083,172330.943237
2084,163474.633393
2085,175308.2633
2086,187462.725306
2087,180655.101535
2088,152121.986035
2089,159856.23391
2090,186559.854937
2091,183962.550959
2092,162107.168699
2093,162582.288981
2094,154407.701597
2095,181625.666399
2096,164810.609474
2097,176429.401242
2098,179188.089925
2099,145997.635378
2100,218676.76827
2101,188323.861214
2102,168690.072291
2103,165088.746798
2104,191435.007885
2105,168864.404665
2106,176041.882372
2107,215911.67439
2108,167388.238629
2109,163854.786753
2110,163299.47798
2111,178298.214633
2112,176376.586165
2113,170211.043977
2114,170818.344786
2115,174388.867433
2116,161112.987375
2117,172179.082325
2118,157798.309714
2119,169106.151423
2120,170129.531364
2121,157680.227413
2122,162690.209132
2123,146968.379365
2124,181507.721372
2125,191215.589753
2126,189432.689845
2127,207271.484958
2128,170030.807488
2129,148409.806476
2130,193850.613979
2131,193808.319298
2132,166300.235381
2133,163474.633393
2134,177473.606565
2135,157443.925537
2136,180681.007992
2137,183463.1703
2138,182481.763081
2139,193717.151179
2140,182782.55099
2141,175530.651633
2142,177804.057885
2143,159448.670849
2144,181338.976718
2145,178553.558537
2146,162820.928265
2147,188832.479997
2148,164682.185899
2149,181549.735944
2150,199158.097009
2151,152889.520991
2152,181150.551679
2153,181416.732376
2154,164391.238182
2155,185421.046499
2156,193981.32755
2157,178824.324789
2158,209270.051606
2159,177801.266806
2160,179053.762236
2161,178762.170602
2162,184655.300458
2163,191284.65578
2164,179598.085819
2165,167517.628079
2166,182873.903794
2167,177484.913714
2168,188444.59732
2169,179184.153849
2170,184365.175781
2171,184479.322005
2172,182927.863869
2173,178611.639374
2174,181943.343614
2175,175080.614768
2176,190720.794649
2177,198422.868145
2178,184482.113083
2179,139214.952188
2180,169233.113602
2181,180664.118687
2182,178818.742633
2183,180422.04997
2184,178601.936456
2185,183083.159776
2186,173163.1015
2187,185968.16116
2188,171226.050683
2189,281643.976117
2190,160031.711281
2191,162775.979779
2192,160735.44597
2193,166646.109049
2194,188384.548445
2195,165830.697255
2196,182138.358533
2197,171595.397976
2198,160337.079184
2199,191215.088672
2200,166956.093232
2201,186581.830879
2202,176450.548582
2203,193743.19491
2204,198882.566078
2205,176385.102235
2206,162447.639334
2207,193782.555677
2208,183653.890897
2209,210578.623547
2210,158527.164107
2211,163081.025723
2212,174388.867433
2213,191905.870132
2214,174388.867433
2215,161642.711649
2216,186939.507215
2217,172482.165793
2218,159695.999764
2219,157230.369671
2220,179188.089925
2221,157972.82121
2222,156804.951429
2223,211491.972464
2224,186537.246201
2225,200468.161071
2226,182241.340444
2227,157342.225898
2228,182022.387106
2229,181244.510877
2230,178556.671574
2231,189547.199876
2232,187948.651656
2233,194107.287566
2234,183521.710369
2235,183682.123638
2236,178483.353073
2237,184003.879765
2238,171318.590334
2239,162039.754314
2240,154846.252191
2241,194822.365691
2242,169788.738771
2243,178891.55449
2244,152084.772429
2245,139169.866429
2246,192439.536045
2247,161067.859767
2248,158762.648505
2249,175569.690442
2250,183659.795012
2251,280618.132617
2252,180051.809152
2253,176519.180316
2254,179028.42921
2255,177161.583857
2256,180081.50885
2257,205895.254585
2258,183389.781314
2259,178543.64786
2260,194798.320499
2261,162845.613676
2262,148103.867007
2263,201016.171121
2264,277936.126944
2265,249768.279823
2266,161596.05216
2267,158011.11489
2268,194089.683858
2269,181733.336941
2270,182852.327722
2271,189893.003058
2272,194650.21098
2273,187904.461286
2274,171774.925623
2275,177998.685921
2276,175648.484325
2277,196918.071362
2278,184299.838071
2279,182379.855683
2280,184050.725802
2281,158296.97597
2282,175053.355553
2283,162293.376091
2284,186328.880047
2285,151422.116937
2286,181969.358708
2287,189122.677024
2288,185645.47522
2289,182829.898109
2290,195848.788183
2291,198785.059551
2292,181676.126555
2293,194131.012663
2294,201416.004865
2295,185096.577206
2296,195158.972598
2297,184795.783735
2298,189168.263865
2299,216855.260149
2300,184946.642484
2301,189317.512821
2302,180803.277842
2303,175061.185858
2304,179074.839091
2305,145708.764336
2306,142398.022752
2307,161474.534864
2308,157025.945155
2309,163424.037827
2310,164692.778645
2311,152163.244354
2312,192383.215487
2313,182520.230322
2314,187254.50755
2315,176489.65974
2316,181520.466841
2317,186414.978215
2318,185197.76464
2319,178657.794084
2320,179731.198024
2321,161748.271317
2322,158608.749069
2323,178807.37056
2324,184187.158804
2325,181686.104021
2326,190311.050228
2327,192252.496354
2328,193954.849526
2329,181044.201561
2330,180258.13122
2331,199641.657314
2332,197530.775206
2333,191777.196949
2334,195779.543034
2335,202112.046523
2336,192343.348077
2337,185191.359443
2338,186760.207966
2339,177733.781935
2340,164430.39119
2341,185299.601552
2342,186414.012339
2343,176401.921055
2344,182381.32264
2345,176334.184711
2346,184901.735847
2347,180085.766885
2348,184901.735847
2349,183967.561549
2350,193046.301575
2351,168538.969496
2352,170157.842017
2353,196559.70926
2354,177133.709362
2355,181553.279576
2356,185770.606635
2357,177017.595099
2358,184123.358537
2359,165970.357492
2360,158151.985049
2361,177086.476441
2362,196373.896177
2363,172465.707083
2364,168590.78241
2365,158820.474171
2366,151611.370577
2367,152125.028586
2368,158404.073081
2369,160692.078641
2370,170175.226842
2371,169854.436591
2372,183410.785819
2373,180347.194027
2374,178930.528374
2375,153346.220086
2376,182675.204271
2377,180770.649792
2378,188714.148088
2379,191393.608594
2380,174016.157494
2381,183189.68532
2382,183621.508758
2383,168991.296358
2384,185306.650666
2385,189030.680303
2386,179208.665698
2387,174901.452793
2388,168337.406544
2389,158234.964619
2390,179562.453369
2391,174176.391641
2392,173931.531845
2393,184111.72943
2394,179374.482001
2395,207348.811885
2396,186983.419339
2397,206779.09405
2398,177472.074684
2399,156727.948325
2400,157090.568462
2401,160387.032697
2402,172410.280051
2403,191603.365657
2404,182152.207151
2405,180161.697341
2406,169652.235284
2407,182503.52014
2408,179714.630677
2409,180282.57072
2410,192600.33806
2411,166115.491249
2412,186379.553524
2413,184361.992258
2414,186220.965458
2415,198176.470907
2416,168437.7765
2417,178003.582312
2418,179180.469245
2419,191930.561105
2420,175590.266215
2421,176713.193072
2422,180159.090947
2423,188090.100808
2424,186184.717728
2425,223055.588672
2426,158270.753116
2427,184733.128466
2428,199926.378957
2429,175075.785166
2430,180917.925148
2431,182067.760625
2432,178238.601915
2433,173454.944607
2434,176821.936263
2435,183642.191304
2436,177254.582741
2437,168715.950112
2438,180096.931198
2439,160620.728179
2440,175286.544392
2441,153494.783276
2442,156407.659155
2443,162162.525246
2444,166809.886827
2445,172929.156409
2446,193514.330894
2447,181612.141604
2448,191745.386377
2449,171369.325038
2450,184425.470567
2451,170563.252355
2452,184522.36924
2453,164968.947931
2454,157939.621592
2455,151520.38158
2456,176129.508723
2457,171112.978971
2458,169762.081624
2459,162246.828936
2460,171339.303382
2461,189034.753654
2462,175758.873596
2463,163351.72149
2464,189806.546645
2465,175370.990918
2466,196895.5999
2467,176905.917995
2468,176866.557228
2469,163590.67717
2470,212693.502958
2471,192686.931748
2472,181578.684952
2473,166475.457582
2474,185998.255166
2475,185527.714878
2476,159027.118198
2477,181169.654934
2478,176732.915305
2479,191619.294649
2480,189114.303789
2481,180934.63533
2482,164573.372223
2483,173902.01127
2484,165625.127741
2485,179555.219571
2486,196899.720662
2487,207566.124704
2488,163899.981149
2489,189179.428178
2490,193892.880023
2491,178980.874331
2492,179749.876244
2493,197999.674976
2494,203717.470296
2495,185249.261157
2496,201691.208275
2497,181956.548315
2498,171895.936276
2499,187245.168439
2500,157816.774613
2501,191702.912573
2502,198599.420029
2503,187193.313676
2504,220514.994
2505,181814.527595
2506,183750.755372
2507,183000.43168
2508,185830.971907
2509,185497.872344
2510,179613.437681
2511,164454.967964
2512,185127.237218
2513,178750.613845
2514,160927.610449
2515,192562.808058
2516,180990.241486
2517,180064.941503
2518,196070.997394
2519,180352.919019
2520,183367.953769
2521,176734.841494
2522,180848.220766
2523,187806.059369
2524,180521.5264
2525,181502.754496
2526,174525.879427
2527,188927.984063
2528,184728.870431
2529,179857.975518
2530,180962.868072
2531,179194.06639
2532,179591.789259
2533,180638.463703
2534,185846.215132
2535,195174.031139
2536,192474.568291
2537,164200.595497
2538,178403.094097
2539,170774.840183
2540,179879.945898
2541,177668.192753
2542,180174.328611
2543,170643.303572
2544,165448.00429
2545,195531.754886
2546,165314.177682
2547,172532.757661
2548,203310.21807
2549,175090.062516
2550,230841.338626
2551,155225.190066
2552,168322.342442
2553,165956.259265
2554,193956.817564
2555,171070.367894
2556,166285.243628
2557,182875.801347
2558,218108.53677
2559,174378.777632
2560,164731.316372
2561,156969.695083
2562,173388.854343
2563,177559.628685
2564,194297.78928
2565,174894.588364
2566,196544.144076
2567,179036.158528
2568,211423.986511
2569,208156.398935
2570,159233.941347
2571,210820.115135
2572,140196.109798
2573,198678.469083
2574,186818.610761
2575,175044.797634
2576,180031.162893
2577,176889.171525
2578,159638.856166
2579,154287.264376
2580,191885.618181
2581,177503.378613
2582,166548.31685
2583,164475.149429
2584,167484.744858
2585,188683.160555
2586,162243.399503
2587,180807.213919
2588,176279.079637
2589,163438.959094
2590,161495.539369
2591,216032.303722
2592,176632.181541
2593,168743.001567
2594,183810.118481
2595,156794.360547
2596,169136.430114
2597,183203.318752
2598,213252.926931
2599,190550.327867
2600,234707.20986
2601,135751.318893
2602,164228.458869
2603,153219.43703
2604,164210.746524
2605,163883.229118
2606,154892.77627
2607,197092.087338
2608,228148.376399
2609,178680.587504
2610,165643.341168
2611,222406.64266
2612,184021.843583
2613,170871.094939
2614,189562.873697
2615,170591.884966
2616,172934.351683
2617,186425.069879
2618,218648.131133
2619,183035.606761
2620,178378.906069
2621,184516.716598
2622,181419.525318
2623,196858.923438
2624,189228.701486
2625,208973.380761
2626,180269.868964
2627,159488.713684
2628,191490.299508
2629,228684.245138
2630,201842.9987
2631,209242.822892
2632,202357.622585
2633,168238.612183
2634,202524.124654
2635,170588.77193
2636,198375.31513
2637,170636.82789
2638,181991.079479
2639,183994.542518
2640,182951.482194
2641,174126.297156
2642,170575.496743
2643,175332.23987
2644,167522.061539
2645,168095.583739
2646,154406.415627
2647,170996.973346
2648,159056.890246
2649,181373.616519
2650,152272.560976
2651,168664.346821
2652,211007.008292
2653,182909.515033
2654,203926.829353
2655,179082.825443
2656,206260.099795
2657,181732.443416
2658,189698.740693
2659,203074.34679
2660,201670.634366
2661,173756.81259
2662,181387.076391
2663,184859.155271
2664,158313.615667
2665,151951.95541
2666,162537.527045
2667,178998.337068
2668,186732.584943
2669,187323.318406
2670,199437.232798
2671,185546.680859
2672,161595.015799
2673,154672.422763
2674,159355.710116
2675,155919.014078
2676,182424.870956
2677,178100.589622
2678,202577.900044
2679,177862.778941
2680,182056.024745
2681,191403.199177
2682,196264.75498
2683,209375.00342
2684,196691.819302
2685,192458.43154
2686,182242.809265
2687,183259.503901
2688,188108.243749
2689,171418.640196
2690,194698.88222
2691,174841.840075
2692,172965.476489
2693,189386.323677
2694,185682.61834
2695,176412.012719
2696,174976.489723
2697,180718.581708
2698,186131.188248
2699,165220.786354
2700,164115.8938
2701,182125.729127
2702,182285.140233
2703,196325.44221
2704,164865.21533
2705,182694.49221
2706,185425.485521
2707,171414.704119
2708,183433.472466
2709,176844.981156
2710,180568.187753
2711,185948.625476
2712,189388.291715
2713,142754.489166
2714,156106.800761
2715,155895.397618
2716,159851.977739
2717,185157.832306
2718,180716.291711
2719,176901.093954
2720,181017.222455
2721,183269.159408
2722,193550.830097
2723,170625.8427
2724,182012.405943
2725,179162.507291
2726,183269.159408
2727,180589.836175
2728,181465.935199
2729,196053.029878
2730,183421.020319
2731,167926.839084
2732,168027.530998
2733,182164.266854
2734,172469.071593
2735,181059.3743
2736,182997.570116
2737,166140.50418
2738,198515.546934
2739,193789.648503
2740,173550.025728
2741,176487.943175
2742,188813.302559
2743,178531.911979
2744,182145.731469
2745,179196.465024
2746,169618.349901
2747,170010.168655
2748,181739.671652
2749,172846.934956
2750,195560.883017
2751,180358.114293
2752,211817.702818
2753,176170.128687
2754,234492.248264
2755,182450.956536
2756,174902.068073
2757,173684.174294
2758,147196.673678
2759,175231.18971
2760,193417.647406
2761,183313.60125
2762,180882.250849
2763,186735.69798
2764,172922.865411
2765,202551.677191
2766,190485.634074
2767,173439.493622
2768,196613.598849
2769,178152.259701
2770,174519.904826
2771,172627.796933
2772,173732.689486
2773,209219.844787
2774,181059.3743
2775,188515.443002
2776,182164.266854
2777,188137.901598
2778,158893.543063
2779,189579.650668
2780,165229.803506
2781,162186.07122
2782,166374.879866
2783,161665.184975
2784,175079.328798
2785,203840.874021
2786,152129.078861
2787,181012.14138
2788,161305.535038
2789,203326.392972
2790,168385.571142
2791,183564.36516
2792,163784.619441
2793,171989.192194
2794,180839.956168
2795,170895.923186
2796,174071.054809
2797,259423.859148
2798,188000.82468
2799,179171.703565
2800,171022.241448
2801,174126.297156
2802,187625.573272
2803,199567.946369
2804,205328.078219
2805,166231.535025
2806,154743.916061
2807,159714.537013
2808,185563.069082
2809,171500.796725
2810,180983.443845
2811,183141.236915
2812,178498.63445
2813,224323.710512
2814,218200.642128
2815,182283.177757
2816,190054.639237
2817,160192.453935
2818,171289.393582
2819,151131.098734
2820,181721.458226
2821,172725.053852
2822,222438.699143
2823,235419.373449
2824,185150.926028
2825,184772.239625
2826,180658.216436
2827,209673.316647
2828,205939.810626
2829,165633.573326
2830,186030.317211
2831,160312.319589
2832,190702.440251
2833,175122.810327
2834,183783.139375
2835,178290.666302
2836,181605.343963
2837,187992.451445
2838,188885.117815
2839,189959.344795
2840,179258.619211
2841,181518.750276
2842,193008.659237
2843,186313.893856
2844,181499.391851
2845,174126.297156
2846,183918.612063
2847,184114.270899
2848,158540.947801
2849,197034.759056
2850,185170.284453
2851,221134.533635
2852,184306.637576
2853,199792.302741
2854,143237.80356
2855,177294.838898
2856,182368.620884
2857,176487.943175
2858,183849.408762
2859,184964.141507
2860,196395.969632
2861,188374.93665
2862,176261.296806
2863,163628.142248
2864,180618.032629
2865,161647.329794
2866,167129.598868
2867,174750.988353
2868,177560.202116
2869,192577.796113
2870,199202.898961
2871,182818.156667
2872,148217.262541
2873,188997.797082
2874,185807.928878
2875,177030.477842
2876,175942.474594
2877,172912.518576
2878,198359.248865
2879,184379.133036
2880,194255.566949
2881,209449.651603
2882,169979.323958
2883,188206.281859
2884,186412.438609
2885,196761.38641
2886,208353.269558
2887,166548.067241
2888,175942.474594
2889,166790.457916
2890,160515.850579
2891,192167.621096
2892,178751.551083
2893,198678.894117
2894,164553.120272
2895,156887.932862
2896,164185.777306
2897,212992.120631
2898,197468.550533
2899,180106.84374
2900,183972.071057
2901,245283.198338
2902,170351.963411
2903,195596.307707
2904,189369.75633
2905,223667.404552
2906,169335.310624
2907,167411.028352
2908,187709.555004
2909,196526.002999
2910,137402.569856
2911,165086.775062
2912,188506.431412
2913,172917.456816
2914,166274.325226
2915,167081.220949
2916,164788.778231
2917,219222.4234
2918,184924.279659
2919,187741.866657
